region,ville
AUVERGNE-RHONE-ALPES,LA-COTE-SAINT-ANDRE
AUVERGNE-RHONE-ALPES,FEURS
AUVERGNE-RHONE-ALPES,SAINT-ROMAIN-EN-GAL
BOURGOGNE-FRANCHE-COMTE,PONTARLIER
BOURGOGNE-FRANCHE-COMTE,LE HAUT-DU-THEM
BOURGOGNE-FRANCHE-COMTE,VOITEUR
BOURGOGNE-FRANCHE-COMTE,PARAY-LE-MONIAL
BOURGOGNE-FRANCHE-COMTE,PIERRE-DE-BRESSE
BOURGOGNE-FRANCHE-COMTE,ROMANECHE-THORINS
BOURGOGNE-FRANCHE-COMTE,VERDUN-SUR-LE-DOUBS
BOURGOGNE-FRANCHE-COMTE,VEZELAY
CENTRE-VAL DE LOIRE,MEHUN-SUR-YEVRE
CENTRE-VAL DE LOIRE,DREUX
CENTRE-VAL DE LOIRE,LE GRAND PRESSIGNY
CENTRE-VAL DE LOIRE,LOCHES
CENTRE-VAL DE LOIRE,SAVIGNE-SUR-LATHAN
CENTRE-VAL DE LOIRE,ROMORANTIN-LANTHENAY
CENTRE-VAL DE LOIRE,ARTENAY
GRAND EST,BOUXWILLER
GRAND EST,NIEDERBRONN-LES-BAINS
GRAND EST,WISSEMBOURG
GRAND EST,KAYSERSBERG VIGNOBLE
GRAND EST,NEUF-BRISACH
GRAND EST,EPINAL
HAUTS-DE-FRANCE,CAMBRAI
HAUTS-DE-FRANCE,BEAUVAIS
HAUTS-DE-FRANCE,DESVRES
HAUTS-DE-FRANCE,MONTREUIL-SUR-MER
HAUTS-DE-FRANCE,PERONNE
NORMANDIE,SAINT-VAAST-LA-HOUGUE
NORMANDIE,L'AIGLE
NORMANDIE,CANTELEU
NORMANDIE,LILLEBONNE
NORMANDIE,MONTVILLE
NORMANDIE,YVETOT
NOUVELLE-AQUITAINE,ILE D'AIX
NOUVELLE-AQUITAINE,MEZIN
NOUVELLE-AQUITAINE,ARUDY
OCCITANIE,SAINT-LIZIER
OCCITANIE,SALLELES D'AUDE
OCCITANIE,VILLENEUVE-LES-AVIGNON
OCCITANIE,AURIGNAC
OCCITANIE,BAGNERES-DE-LUCHON
OCCITANIE,CŒUR DE CAUSSE
BOURGOGNE-FRANCHE-COMTE,NUITS-SAINT-GEORGES
BOURGOGNE-FRANCHE-COMTE,SAULIEU
BOURGOGNE-FRANCHE-COMTE,LA MACHINE
BOURGOGNE-FRANCHE-COMTE,AVALLON
BOURGOGNE-FRANCHE-COMTE,SAINT-SAUVEUR-EN-PUISAYE
CENTRE-VAL DE LOIRE,SAINVILLE
GRAND EST,BARR
GRAND EST,BIESHEIM
GRAND EST,CERNAY
HAUTS-DE-FRANCE,LA FERE
HAUTS-DE-FRANCE,VILLERS COTTERETS
HAUTS-DE-FRANCE,BERGUES
HAUTS-DE-FRANCE,VENDEUIL-CAPLY
HAUTS-DE-FRANCE,BERCK-SUR-MER
HAUTS-DE-FRANCE,LENS
HAUTS-DE-FRANCE,SAINT-POL-SUR-TERNOISE
HAUTS-DE-FRANCE,AMIENS
NORMANDIE,LOUVIERS
NORMANDIE,SAINT-MICHEL-DE-MONTJOIE
NOUVELLE-AQUITAINE,VILLANDRAUT
NOUVELLE-AQUITAINE,CHATEAUPONSAC
NOUVELLE-AQUITAINE,LIMOGES
NOUVELLE-AQUITAINE,DAX
OCCITANIE,LAVELANET
OCCITANIE,ESPALION
OCCITANIE,LE VIGAN
OCCITANIE,LOURDES
OCCITANIE,TARBES
OCCITANIE,MINERVE
OCCITANIE,SAULIAC-SUR-CELE
ALSACE,WOERTH
ALSACE,KIENTZHEIM
BOURGOGNE,ALISE-SAINTE-REINE
LORRAINE,PLOMBIERES-LES-BAINS
BASSE-NORMANDIE,SAINT-PIERRE-SUR-DIVES
AQUITAINE,LUXEY
CENTRE,PITHIVIERS
LORRAINE,THIONVILLE Cedex
PICARDIE,ORIGNY-EN-THIERACHE
RHONE-ALPES,PRIVAS
MARTINIQUE,RIVIERE-PILOTE
MIDI-PYRENEES,SAULIAC-SUR-CELE
LORRAINE,EPINAL Cedex
MIDI-PYRENEES,VILLENEUVE-LES-AVIGNON
AUVERGNE-RHONE-ALPES,MOULINS
AUVERGNE-RHONE-ALPES,ORGNAC-L'AVEN
AUVERGNE-RHONE-ALPES,LE PUY-EN-VELAY
AUVERGNE-RHONE-ALPES,AOSTE
AUVERGNE-RHONE-ALPES,SAINT-PIERRE-DE-CHARTREUSE
AUVERGNE-RHONE-ALPES,CHAZELLES-SUR-LYON
BOURGOGNE-FRANCHE-COMTE,NEVERS
BOURGOGNE-FRANCHE-COMTE,BELFORT
BOURGOGNE-FRANCHE-COMTE,VILLIERS-SAINT-BENOIT
CENTRE-VAL DE LOIRE,CHATEAUMEILLANT
CENTRE-VAL DE LOIRE,AZAY-LE-FERRON
GRAND EST,MOUZON
GRAND EST,RETHEL
GRAND EST,CHAUMONT
GRAND EST,KAYSERSBERG
GRAND EST,STENAY
HAUTS-DE-FRANCE,CHATEAU-THIERRY
HAUTS-DE-FRANCE,LE CATEAU-CAMBRESIS
HAUTS-DE-FRANCE,MARCHIENNES
HAUTS-DE-FRANCE,SARS-POTERIES
HAUTS-DE-FRANCE,CREPY-EN-VALOIS
HAUTS-DE-FRANCE,SAMER
ILE-DE-FRANCE,CHAMPIGNY-SUR-MARNE
NORMANDIE,BAYEUX
NORMANDIE,TILLY-SUR-SEULLES
NORMANDIE,VILLEDIEU-LES-POELES-ROUFFIGNY
NORMANDIE,SEES
NOUVELLE-AQUITAINE,ST-PIERRE D'OLERON
NOUVELLE-AQUITAINE,AUBUSSON
OCCITANIE,SAINT-JEAN DU GARD
OCCITANIE,BOUZIGUES
AUVERGNE-RHONE-ALPES,RUYNES-EN-MARGERIDE
AUVERGNE-RHONE-ALPES,CHARAVINES
AUVERGNE-RHONE-ALPES,MARSAC-EN-LIVRADOIS
AUVERGNE-RHONE-ALPES,CHAMBERY CEDEX
BOURGOGNE-FRANCHE-COMTE,CHAMPLITTE
BOURGOGNE-FRANCHE-COMTE,CLAMECY
BOURGOGNE-FRANCHE-COMTE,SAINT-LEGER-SOUS-BEUVRAY
BRETAGNE,SAINT-MARCEL
CENTRE-VAL DE LOIRE,ISSOUDUN
CENTRE-VAL DE LOIRE,CHINON
CENTRE-VAL DE LOIRE,CHÂTEAUNEUF-SUR-LOIRE
CENTRE-VAL DE LOIRE,GIEN
GRAND EST,WALDERSBACH
GRAND EST,BOURBONNE-LES-BAINS
GRAND EST,OLTINGUE
GRAND EST,EPERNAY
GRAND EST,PONT-A-MOUSSON
GRAND EST,PETITE-ROSSELLE
HAUTS-DE-France,HIRSON
HAUTS-DE-France,LA FERE
HAUTS-DE-France,SAINT-QUENTIN
HAUTS-DE-France,DOUAI
HAUTS-DE-France,DUNKERQUE
HAUTS-DE-France,GRAVELINES
HAUTS-DE-France,HAZEBROUCK
HAUTS-DE-France,LILLE
HAUTS-DE-France,MAUBEUGE
HAUTS-DE-France,VALENCIENNES
HAUTS-DE-France,COMPIEGNE
HAUTS-DE-France,SAINT-OMER
ILE-DE-France,ETAMPES
ILE-DE-France,MEUDON
ILE-DE-France,SAINT-CLOUD
ILE-DE-France,SEVRES
ILE-DE-France,SURESNES
ILE-DE-France,MEAUX
ILE-DE-France,VULAINES-SUR-SEINE
ILE-DE-France,LA VARENNE-SAINT-HILAIRE
ILE-DE-France,GUIRY-EN-VEXIN
ILE-DE-France,PONTOISE
ILE-DE-France,CONFLANS-SAINTE-HONORINE
ILE-DE-France,MANTES-LA-JOLIE
ILE-DE-France,MONTFORT-L'AMAURY
MAYOTTE,DZAOUDZI
NORMANDIE,DIEPPE
NORMANDIE,NEUFCHÂTEL-EN-BRAY
NOUVELLE-AQUITAINE,BOURDEILLES
NOUVELLE-AQUITAINE,DOMME
OCCITANIE,SAINT-GAUDENS
OCCITANIE,LODEVE
OCCITANIE,CERET
OCCITANIE,PERPIGNAN Cedex
ST PIERRE ET MIQUELON,SAINT-PIERRE
AUVERGNE-RHONE-ALPES,ROMANS-SUR-ISERE
AUVERGNE-RHONE-ALPES,GRENOBLE Cedex 1
AUVERGNE-RHONE-ALPES,SAINT-ETIENNE Cedex 1
AUVERGNE-RHONE-ALPES,VOLVIC
BOURGOGNE-FRANCHE-COMTE,GRAY
BOURGOGNE-FRANCHE-COMTE,DOLE
CENTRE-VAL DE LOIRE,SAVIGNY-EN-VERON
GRAND EST,SAINTE-MENEHOULD
GRAND EST,EPINAL Cedex
HAUTS-DE-France,CASSEL
HAUTS-DE-France,CAUDRY
HAUTS-DE-France,FOURMIES-TRELON
HAUTS-DE-France,MAUBEUGE Cedex
HAUTS-DE-France,SARS-POTERIES
HAUTS-DE-France,ARRAS
HAUTS-DE-France,BERCK-SUR-MER
HAUTS-DE-France,DESVRES
HAUTS-DE-France,SAINT-POL-SUR-TERNOISE
HAUTS-DE-France,PERONNE Cédex
ILE-DE-France,BOULOGNE-BILLANCOURT
ILE-DE-France,FONTAINEBLEAU
ILE-DE-France,SAINT-CYR-SUR-MORIN
ILE-DE-France,VITRY SUR SEINE
ILE-DE-France,ECOUEN
MARTINIQUE,FORT-DE-France
NORMANDIE,CERISY-LA-FORÊT
NORMANDIE,EU
NOUVELLE-AQUITAINE,ÎLE-D'AIX
NOUVELLE-AQUITAINE,AGEN Cedex 9
OCCITANIE,LE MAS-D'AZIL
OCCITANIE,SAINT-JEAN-DU-GARD
OCCITANIE,FIGEAC
OCCITANIE,LUZECH
CHAMPAGNE-ARDENNES,SAINTE-MENEHOULD
MARTINIQUE,FORT-DE-FRANCE - MARTINIQUE-
HAUTE-NORMANDIE,LOUVIERS Cedex
MIDI-PYRENEES,SAINT-BERTRAND-DE-COMMINGES
ILE-DE-FRANCE,SAINT-GERMAIN-EN-LAYE Cedex
FRANCHE-COMTE,CHATEAU-CHINON
AUVERGNE,GRIGNAN
AUVERGNE,MONTELIMAR
LIMOUSIN,PAU
MIDI-PYRENEES,GUERANDE
BASSE-NORMANDIE,SAINTE-MERE-EGLISE
AUVERGNE-RHONE-ALPES,SAINT-PAUL-DE-VARAX
AUVERGNE-RHONE-ALPES,VICHY
AUVERGNE-RHONE-ALPES,VOIRON
BOURGOGNE-FRANCHE-COMTE,CHAMPAGNOLE
BOURGOGNE-FRANCHE-COMTE,SAINT-AMAND-EN-PUISAYE
CENTRE-VAL DE LOIRE,LE BLANC
GRAND EST,BETSCHDORF
GRAND EST,PFAFFENHOFFEN
GRAND EST,WINGEN-SUR-MODER
HAUTS-DE-FRANCE,VERVINS
HAUTS-DE-FRANCE,CAUDRY
HAUTS-DE-FRANCE,DENAIN
HAUTS-DE-FRANCE,TOURCOING
HAUTS-DE-FRANCE,MERU
HAUTS-DE-FRANCE,BETHUNE
NORMANDIE,SAINT-CYR LA ROSIERE
NORMANDIE,VILLEQUIER
OCCITANIE,MARTRES-TOLOSANE
OCCITANIE,ALBI
AUVERGNE-RHONE-ALPES,NANTUA
AUVERGNE-RHONE-ALPES,AMPLEPUIS
AUVERGNE-RHONE-ALPES,BEAUJEU
BOURGOGNE-FRANCHE-COMTE,NOYERS-SUR-SEREIN
GRAND EST,NOGENT-SUR-SEINE
GRAND EST,GRAVELOTTE
NORMANDIE,SAINT-SAUVEUR-LE-VICOMTE
NORMANDIE,NOTRE-DAME-DE-BLIQUETUIT
OCCITANIE,ANDILLAC
AUVERGNE-RHONE-ALPES,LAVAUDIEU
AUVERGNE-RHONE-ALPES,RUMILLY
BOURGOGNE-FRANCHE-COMTE,MARCIGNY
HAUTS-DE-FRANCE,CREIL
HAUTS-DE-FRANCE,ETAPLES-SUR-MER
HAUTS-DE-FRANCE,DOULLENS
NOUVELLE-AQUITAINE,CLARACQ
NOUVELLE-AQUITAINE,CIVRAY
OCCITANIE,HEREPIAN
OCCITANIE,VAYRAC
AUVERGNE-RHONE-ALPES,MUROL
BOURGOGNE-FRANCHE-COMTE,COSNE-COURS-SUR-LOIRE
CENTRE-VAL DE LOIRE,CHÂTEAUMEILLANT
CENTRE-VAL DE LOIRE,LE GRAND-PRESSIGNY
HAUTS-DE-France,BLERANCOURT
HAUTS-DE-France,BAVAY
HAUTS-DE-France,MARCHIENNES
HAUTS-DE-France,VILLENEUVE-D'ASCQ
HAUTS-DE-France,CHAUMONT-EN-VEXIN
HAUTS-DE-France,CREPY-EN-VALOIS
HAUTS-DE-France,VENDEUIL-CAPLY
HAUTS-DE-France,ETAPLES-SUR-MER
HAUTS-DE-France,DOULLENS
ILE-DE-France,BIEVRES
ILE-DE-France,RUEIL-MALMAISON
ILE-DE-France,SCEAUX
ILE-DE-France,COULOMMIERS
ILE-DE-France,MELUN
ILE-DE-France,ARGENTEUIL
ILE-DE-France,JOUY-EN-JOSAS
ILE-DE-France,MONTIGNY-LE-BRETONNEUX
LA REUNION,SAINT-GILLES-LES-HAUTS - SAINT PAUL
NORMANDIE,VILLEDIEU-LES-POÊLES-ROUFFIGNY
NORMANDIE,PETIT-COURONNE
OCCITANIE,LIMOUX Cedex
OCCITANIE,SAINT-GILLES-DU-GARD
OCCITANIE,MARCIAC
AUVERGNE-RHONE-ALPES,THIZY-LES-BOURGS
BOURGOGNE-FRANCHE-COMTE,MONTBELIARD Cedex
BOURGOGNE-FRANCHE-COMTE,FOUGEROLLES-SAINT-VALBERT
GRAND EST,LONGWY
HAUTS-DE-France,TOURCOING
HAUTS-DE-France,BETHUNE
ILE-DE-France,COURBEVOIE
ILE-DE-France,BARBIZON
ILE-DE-France,COULOMMIERS cedex
ILE-DE-France,MELUN Cedex
ILE-DE-France,MORET-SUR-LOING-ET-ORVANNE
ILE-DE-France,BRY-SUR-MARNE
ILE-DE-France,SAINT-REMY-LES-CHEVREUSE
NORMANDIE,VIRE NORMANDIE Cedex
NORMANDIE,TORIGNY-LES-VILLES
NOUVELLE-AQUITAINE,DAX Cedex
OCCITANIE,ALBI Cedex
AQUITAINE,SARLAT-LA-CANEDA
RHONE-ALPES,CHILHAC
RHONE-ALPES,LAVAUDIEU
RHONE-ALPES,LE PUY-EN-VELAY
LORRAINE,GRAVELOTTE
PROVENCE-ALPES-CÔTE D'AZUR,AIGUINES
CENTRE,MOROSAGLIA
AUVERGNE-RHONE-ALPES,CHILHAC
AUVERGNE-RHONE-ALPES,SAINT-ETIENNE-LE-MOLARD
GRAND EST,RIXHEIM
GRAND EST,UNGERSHEIM
GRAND EST,NEUFCHEF
HAUTS-DE-FRANCE,HAZEBROUCK
HAUTS-DE-FRANCE,CHAUMONT-EN-VEXIN
HAUTS-DE-FRANCE,ARRAS
NOUVELLE-AQUITAINE,SAUVETERRE-LA-LEMANCE
OCCITANIE,UZES
OCCITANIE,L'ISLE JOURDAIN
CENTRE-VAL DE LOIRE,CHATEAUROUX
NOUVELLE-AQUITAINE,SANGUINET
OCCITANIE,LES MATELLES
CENTRE,BEAUGENCY
RHONE-ALPES,SAINT-GERMAIN-LAVAL
MIDI-PYRENEES,BAGNOLS-SUR-CEZE
MIDI-PYRENEES,LE VIGAN
MIDI-PYRENEES,SAINT-GILLES-DU-GARD
MIDI-PYRENEES,UZES
MIDI-PYRENEES,ALES
MIDI-PYRENEES,SAINT-JEAN DU GARD
RHONE-ALPES,CHAMBERY CEDEX
GRAND EST,WOERTH
BOURGOGNE-FRANCHE-COMTE,CLUNY
BRETAGNE,BRECH
GRAND EST,HUNINGUE
HAUTS-DE-France,SOISSONS
HAUTS-DE-France,VERVINS
HAUTS-DE-France,BOUCHAIN
HAUTS-DE-France,BEAUVAIS
HAUTS-DE-France,BOULOGNE-SUR-MER
HAUTS-DE-France,CALAIS
HAUTS-DE-France,LENS
HAUTS-DE-France,PERONNE
ILE-DE-France,BRUNOY
ILE-DE-France,LAGNY-SUR-MARNE
ILE-DE-France,CHAMPIGNY-SUR-MARNE
ILE-DE-France,FRESNES
ILE-DE-France,MONTMORENCY
AUVERGNE-RHONE-ALPES,RETOURNAC
BOURGOGNE-FRANCHE-COMTE,AUXONNE
BOURGOGNE-FRANCHE-COMTE,DIJON Cedex
BRETAGNE,RENNES Cedex
BRETAGNE,VITRE Cedex
HAUTS-DE-France,BERGUES
HAUTS-DE-France,CHANTILLY
HAUTS-DE-France,AMIENS
ILE-DE-France,LE BOURGET Cedex
NORMANDIE,SAINT-CYR-LA-ROSIERE
OCCITANIE,SALLELES-D'AUDE
OCCITANIE,UZES Cedex
PAYS DE LA LOIRE,FAYMOREAU-LES-MINES
AUVERGNE,AURILLAC Cedex
AUVERGNE,DIE
MIDI-PYRENEES,AURIGNAC
NORMANDIE,TROUVILLE-SUR-MER
NOUVELLE-AQUITAINE,BRANTOME
OCCITANIE,MAUVEZIN
NORMANDIE,BARENTIN
GRAND EST,VIEUX-FERRETTE
GRAND EST,MARSAL
HAUTS-DE-France,CHATEAU-THIERRY
HAUTS-DE-France,HARNES
ILE-DE-France,CHELLES
ILE-DE-France,SAINT-DENIS
ILE-DE-France,L'ISLE-ADAM
NOUVELLE-AQUITAINE,LES EYZIES
OCCITANIE,FONTRIEU
PAYS DE LA LOIRE,VILLENEUVE-EN-RETZ
BOURGOGNE-FRANCHE-COMTE,BELFORT cedex
CENTRE-VAL DE LOIRE,PITHIVIERS Cedex
CORSE,BASTIA Cedex
NORMANDIE,FLERS cedex
OCCITANIE,LATTES Cédex
